,Unnamed: 0,nconst,name,roles,Degree centrality,Eigenvector centrality,Closeness centrality,Betweenness centrality,CineMAC rank,community
0,6,nm0372942,Ben Hecht,"writer,director",0.0006879383264628,0.0335396728696494,0.0767089576725363,0.0056872142941512,0.0291559457906999,nm0372942
1,96,nm0002031,Michael Curtiz,director,0.0005139461427271,0.0234045602023608,0.072465365374846,0.0019539960081832,0.0245844669320293,nm0002031
2,59,nm0953123,Darryl F. Zanuck,"producer,writer,director",0.0003854596070453,0.019969652072258,0.0742555650647162,0.002578672956735,0.0242973374251886,nm0953123
3,65,nm0851537,Norman Taurog,director,0.0003854596070453,0.0187073599041225,0.0733732040730924,0.0024301094032664,0.0237240332468817,nm0851537
4,141,nm0000581,Joseph L. Mankiewicz,"writer,director,producer",0.0003185395363777,0.0185009055727248,0.0735238361477779,0.0015858337648963,0.0234822787554442,nm0000581
5,142,nm0002030,George Cukor,director,0.0003238931420311,0.0169597420893139,0.0726147952580628,0.0015777459332648,0.0228690441056681,nm0002030
6,196,nm0001328,Howard Hawks,"director,writer",0.0003051555222442,0.0171290323981536,0.0724890829694322,0.0012431089666508,0.0227915949641202,nm0001328
7,27,nm0001379,John Huston,"director,writer",0.0003908132126987,0.0123550045126124,0.0746275803362417,0.0036825151907282,0.0227639783130702,nm0001379
8,591,nm0536941,John Lee Mahin,writer,0.000289094705284,0.0182230208139897,0.0710851717963444,0.0006046158511443,0.0225504757916906,nm0536941
9,293,nm0861703,Richard Thorpe,director,0.0003212163392044,0.0168197279506995,0.0718884798373664,0.0009725804844669,0.0225005011529343,nm0861703
10,380,nm0000406,John Ford,"director,producer",0.000361368381605,0.0182754281574154,0.0704031185431183,0.000824321933539,0.0224660592539194,nm0000406
11,130,nm0909825,Raoul Walsh,director,0.0004095508324856,0.015454434155331,0.0713739325118515,0.0016512997821806,0.0222223043204622,nm0909825
12,292,nm0503777,Mervyn LeRoy,"director,producer",0.0003720755929118,0.0171610484561949,0.0702087191551128,0.0009787169140235,0.0221801400295607,nm0503777
13,3,nm0281507,Richard Fleischer,director,0.000270357085497,0.0041529745344458,0.077342694615731,0.0067599086789369,0.0221314837286527,nm0281507
14,346,nm0907003,Jerry Wald,"producer,writer",0.0003292467476845,0.0162347453765656,0.0707118911788675,0.0008714156833383,0.022036824746614,nm0907003
15,308,nm0215877,Roy Del Ruth,director,0.0003399539589913,0.0156808608666095,0.0706821980163096,0.000944043706462,0.0219117641370931,nm0215877
16,316,nm0550892,George Marshall,director,0.0003238931420311,0.0157288013226098,0.0703772149146646,0.0009234576660148,0.0218383417613301,nm0550892
17,572,nm0368871,Henry Hathaway,director,0.0002864179024573,0.0155950614112965,0.0703978185224839,0.0006144970467433,0.0217234487207452,nm0368871
18,600,nm0176699,Jack Conway,director,0.0002757106911504,0.0151570177096403,0.0698248612413198,0.0005990713242575,0.021464165241592,nm0176699
19,84,nm0874308,Dalton Trumbo,"writer,director",0.0003506611702981,0.0095981297590297,0.0737409315529386,0.0020817186265371,0.0214428602772009,nm0874308
20,704,nm0397022,Sonya Levien,writer,0.0002650034798436,0.015170114760197,0.0697091930126808,0.0005351414114646,0.0214198631660465,nm0397022
21,542,nm0886754,W.S. Van Dyke,"director,writer",0.0002864179024573,0.0152127111459049,0.0693599030830469,0.000641447842518,0.0213751199934818,nm0886754
22,368,nm0454771,Henry King,director,0.0002489426628834,0.0137482775654935,0.0704461371055494,0.0008405026350069,0.0213209649922333,nm0454771
23,513,nm0502752,Robert Z. Leonard,director,0.0002730338883237,0.0146146653087013,0.0690849093774625,0.0006650962619651,0.0211594262091131,nm0502752
24,700,nm0920074,William A. Wellman,"director,writer",0.0002837410996306,0.0145900037526962,0.068972808182131,0.0005408626145164,0.0210968539122435,nm0920074
25,284,nm0909259,Hal B. Wallis,producer,0.0002730338883237,0.0115484334762803,0.0713690905236378,0.0009936384372223,0.0210460490813661,nm0909259
26,552,nm0332539,Edmund Goulding,"director,writer",0.0002489426628834,0.0140379498469761,0.06920591064953,0.00063403398495,0.0210317092860849,nm0332539
27,427,nm0664990,Joe Pasternak,producer,0.0002810642968038,0.0127902757473697,0.0702849412079102,0.0007459981013733,0.0210255698383642,nm0664990
28,662,nm0122446,W.R. Burnett,writer,0.0002382354515766,0.0122617604056269,0.0709551229629129,0.0005641106630257,0.0210048073707855,nm0122446
29,946,nm0542534,Herman J. Mankiewicz,writer,0.0002650034798436,0.0146622942721382,0.0683188570500852,0.0004251116320697,0.0209178166085342,nm0542534
30,831,nm0829330,Donald Ogden Stewart,writer,0.0002007602120027,0.0123809814208868,0.0705695910649751,0.0004704252436126,0.0209054394853693,nm0829330
31,389,nm0496468,Charles Lederer,writer,0.0002007602120027,0.0111169816580499,0.0713630389621401,0.0008121143003444,0.0208732237831343,nm0496468
32,286,nm0425913,Nunnally Johnson,"writer,director",0.0002569730713635,0.0111374998448088,0.0710629638698673,0.000988923943651,0.0208615901824227,nm0425913
33,239,nm0589316,Seton I. Miller,writer,0.0002489426628834,0.0116915831886631,0.0702884631445322,0.0011302297131757,0.0208398046773136,nm0589316
34,1258,nm0281808,Victor Fleming,director,0.0002221746346164,0.0135014753033123,0.0690050424302053,0.0003397318152431,0.0207671060458443,nm0281808
35,119,nm0049721,John L. Balderston,writer,0.000198083409176,0.0074072968652295,0.073552751171083,0.0017425801583324,0.0207251779009552,nm0049721
36,854,nm0797012,Sol C. Siegel,producer,0.0002061138176561,0.0119366545412552,0.0702444642901855,0.0004613795400972,0.0207121530472985,nm0797012
37,2965,nm0649183,George Oppenheimer,writer,0.0002061138176561,0.0135227146158135,0.068952465221452,0.0001481305749331,0.0207073560574637,nm0649183
38,2014,nm0876223,Harry Tugend,"writer,producer",0.0002194978317897,0.013427389617673,0.06894964075928,0.0002266781399012,0.020705801587161,nm0876223
39,258,nm0075825,Pandro S. Berman,producer,0.0002409122544033,0.0103469600739821,0.0711284270308644,0.0010821177962909,0.0206996042888851,nm0075825
40,345,nm0455510,Dorothy Kingsley,writer,0.000198083409176,0.0101150079766332,0.0715882412983566,0.0008714936374174,0.0206932065803958,nm0455510
41,270,nm0547966,Frances Marion,"writer,director",0.0003051555222442,0.0126602642041489,0.0687598039215686,0.0010357169178682,0.0206902351414574,nm0547966
42,288,nm0629580,Dudley Nichols,"writer,director",0.0002462658600567,0.0114077713276525,0.0700363654519884,0.0009866340009265,0.020669259160156,nm0629580
43,484,nm0943758,William Wyler,director,0.0002382354515766,0.0111454171018585,0.0705228758169934,0.000684418173513,0.0206477366359854,nm0943758
44,613,nm0442151,George S. Kaufman,writer,0.0001954066063493,0.0120224650139441,0.0696342139447142,0.0005895024241926,0.0206103969973001,nm0442151
45,956,nm0124918,Frank Butler,writer,0.0002596498741902,0.0128579569809502,0.0688633239510375,0.0004223038208502,0.020600808656757,nm0124918
