,Unnamed: 0,nconst,name,roles,Degree centrality,Eigenvector centrality,Closeness centrality,Betweenness centrality,CineMAC rank,community
0,107,nm0894523,Jules Verne,writer,0.0001338401413351,0.0021718058242927,0.0720793402019475,0.0018442248744382,0.0190573027605034,nm0894523
1,324,nm0744429,Terry Rossio,writer,0.000144547352642,0.0002261252395928,0.072396796586696,0.0009102613487501,0.0184194326319202,nm0744429
2,132,nm0004927,Beau Flynn,producer,0.0001820225922158,0.0001879177184139,0.0713818021441172,0.0016452872782568,0.0183492574332509,nm0004927
3,135,nm0467942,Jim Kouf,"writer,producer,director",0.000144547352642,0.0001919002930785,0.0711988291725532,0.0016182124552389,0.0182883723183781,nm0467942
4,246,nm0240797,Dennis Dugan,director,0.0001097489158948,0.0011054520639792,0.0708148222940226,0.0011146480516563,0.0182861678313882,nm0240797
5,302,nm0228908,Leslie Dixon,"writer,producer",0.0001472241554687,0.0002021700331728,0.0716467463479415,0.0009541541320446,0.0182375736671569,nm0228908
6,508,nm0254645,Ted Elliott,writer,0.0001338401413351,0.0002188323707864,0.0717401866768955,0.0006716286595965,0.0181911219621534,nm0254645
7,561,nm0883603,David Valdes,producer,8.298088762781001e-05,0.0002332473385156,0.071800778050778,0.0006258918013554,0.0181857245195692,nm0883603
8,425,nm0109359,Steven Brill,"writer,director",0.0001151025215482,0.0003867956511502,0.0712959354827778,0.0007475728717935,0.0181363516318174,nm0109359
9,247,nm0523324,Hunt Lowry,producer,0.0001579313667755,0.0001255135422581,0.0709994179130918,0.0011136290586213,0.0180991229701867,nm0523324
10,226,nm0628352,Robert F. Newmyer,producer,0.0001338401413351,0.0001249934947184,0.0708178016374544,0.0011576207589612,0.0180585640081173,nm0628352
11,1291,nm0622288,Jeff Nathanson,"writer,director",0.0001043953102414,0.0001770396325737,0.0713491242645687,0.0003311472455075,0.0179904266132228,nm0622288
12,140,nm0506613,Shawn Levy,"producer,director",0.0001579313667755,0.0002085233990013,0.0695490492599846,0.001586645043885,0.0178755372674116,nm0506613
13,366,nm0493662,Andrew Lazar,producer,0.0001124257187215,0.0001959620190068,0.0700252937065264,0.000843506959253,0.0177942971008769,nm0493662
14,409,nm0316406,Jack Giarraputo,producer,0.0001365169441618,0.000389772826182,0.0697588833539167,0.0007789619111658,0.0177660337588566,nm0316406
15,353,nm0299301,John Fusco,writer,6.424326784089e-05,7.525965710798e-05,0.0700212155247722,0.0008633449633205,0.0177560158532604,nm0299301
16,448,nm0387674,David Hoberman,producer,0.0001338401413351,8.823429380728001e-05,0.0698544180873491,0.0007256136269329,0.0177005265373561,nm0387674
17,1134,nm0064181,Stuart Beattie,"writer,director",9.101129610792e-05,0.0001433290389728,0.0701595558445455,0.0003682495363115,0.0176905364289844,nm0064181
18,348,nm0800465,Robert Simonds,producer,0.0001499009582954,0.0002058397933176,0.0692634351082215,0.0008688400037178,0.0176220039658881,nm0800465
19,180,nm0471097,Brad Krevoy,producer,0.0001739921837357,8.229969264108e-05,0.0687294820912342,0.0013347369001898,0.0175801277169502,nm0471097
20,548,nm0169505,Joel Cohen,"writer,director",9.101129610792e-05,0.000192892786817,0.0692081870287072,0.0006364298625115,0.0175321302435359,nm0169505
21,1699,nm0322802,Jonathan Glickman,producer,8.833449328122e-05,0.0001770587242457,0.0695231958762886,0.0002651445093067,0.0175134334007805,nm0322802
22,327,nm0456732,Karey Kirkpatrick,"writer,director",0.0001365169441618,0.0001290414546283,0.0686129363617094,0.0009020245179825,0.0174451298196205,nm0456732
23,1021,nm0053484,Joseph Barbera,"director,writer,producer",9.368809893463e-05,0.0016187013382271,0.0675891423064567,0.0003994575661516,0.0174252473274425,nm0053484
24,434,nm0045927,Bill Badalato,producer,6.692007066759e-05,0.0001150888633577,0.0687457627118643,0.000736693358433,0.0174161162510806,nm0045927
25,1306,nm0360253,William Hanna,"director,writer,producer",8.565769045452e-05,0.0016062214678646,0.067479133760413,0.000326620946355,0.0173744084662718,nm0360253
26,784,nm0005367,Brian Robbins,"writer,producer,director",0.0001231329300283,9.937553249394002e-05,0.0686599552937721,0.0004878431506999,0.0173425767267485,nm0005367
27,2042,nm0149290,Michael Chabon,writer,3.479843674714e-05,0.0002113512946843,0.0688819230171136,0.0002229648058943,0.0173377593886098,nm0149290
28,1786,nm0527581,Karen McCullah,writer,5.8889662187480005e-05,0.0001762425733286,0.0688340367062518,0.0002539300902132,0.0173307747579953,nm0527581
29,1787,nm0809006,Kirsten Smith,writer,5.8889662187480005e-05,0.0001762425733286,0.0688340367062518,0.0002539300902132,0.0173307747579953,nm0809006
30,1218,nm0449549,Jordan Kerner,producer,9.904170458804e-05,0.0001292542577624,0.0687356565912301,0.0003489617896757,0.0173282285858141,nm0449549
