,Unnamed: 0,nconst,name,roles,Degree centrality,Eigenvector centrality,Closeness centrality,Betweenness centrality,CineMAC rank,community
0,2,nm0204862,John Davis,producer,0.0003988436211788,0.0005390532990773,0.0783033438157086,0.0068459092187036,0.0215217874886671,nm0204862
1,11,nm0001801,Robert Towne,"writer,director",0.0002248514374431,0.002017226333199,0.0785056667133062,0.0046973524305538,0.0213612742286255,nm0001801
2,10,nm0000229,Steven Spielberg,"director,producer,writer",0.0003292467476845,0.0012138437324391,0.0782749416393076,0.0048200154534542,0.0211595118932214,nm0000229
3,14,nm0004976,Brian Grazer,"producer,writer",0.0003586915787783,0.0007845504486513,0.0771569229640902,0.0045507716349857,0.0207127341566263,nm0004976
4,9,nm0586969,Arnon Milchan,producer,0.0003908132126987,0.000421564939504,0.0771208650233666,0.0048327903727664,0.0206915083870839,nm0586969
5,24,nm0083696,Roger Birnbaum,producer,0.0002944483109374,0.0008915142383305,0.0768792304951905,0.0040207287295932,0.0205214804435129,nm0083696
6,57,nm0005573,Richard D. Zanuck,producer,0.0002087906204828,0.0015278963525569,0.0771795647748218,0.0026807109074379,0.0203992406638249,nm0005573
7,19,nm0005428,Joel Silver,producer,0.0002971251137641,0.000502308235614,0.0765123002236404,0.004200660286938,0.0203780984649891,nm0005428
8,17,nm0748784,Scott Rudin,producer,0.0003827828042186,0.0006056880462785,0.075851688957785,0.0042467734269354,0.0202717333088044,nm0748784
9,31,nm0001486,Sidney Lumet,director,0.000289094705284,0.0014001245556799,0.0759564271725494,0.0034049344817472,0.0202626452288151,nm0001486
10,36,nm0001353,Walter Hill,"director,producer,writer",0.0001873761978692,0.0008169540660593,0.0767397330221022,0.0033019005076816,0.0202614909484281,nm0001353
11,13,nm0000175,Stephen King,"writer,director",0.0002971251137641,0.0004400750723715,0.0755453027664578,0.0045535599304106,0.020209015720751,nm0000175
12,43,nm0000361,Brian De Palma,director,0.0001793457893891,0.0016777363992277,0.0757895305591326,0.0029739585893896,0.0201551428342847,nm0000361
13,64,nm0005563,Irwin Winkler,"producer,director",0.0002061138176561,0.0013156355675414,0.076565200778734,0.0025198521192212,0.0201517005707882,nm0005563
14,62,nm0001279,William Goldman,writer,0.0002007602120027,0.0012455624181188,0.0759235370001172,0.0025522485903476,0.0199805270551466,nm0001279
15,46,nm0000231,Oliver Stone,"writer,director,producer",0.0002462658600567,0.0017175613856906,0.0749599201966582,0.002917887977484,0.0199604088549724,nm0000231
16,51,nm0326040,Akiva Goldsman,"writer,producer",0.0002328818459232,0.0004177248098069,0.0763505728878446,0.002774517666,0.0199439243023936,nm0326040
17,75,nm0462895,David Koepp,"writer,director",0.0002087906204828,0.0005571910932537,0.0766796042201935,0.00228099408012,0.0199316450035125,nm0462895
18,101,nm0001628,Sydney Pollack,"producer,director",0.0002087906204828,0.0016001765222301,0.0756934201532539,0.0019159262384946,0.0198545783836154,nm0001628
19,35,nm0000217,Martin Scorsese,"director,producer,writer",0.0002462658600567,0.0005613287968516,0.0751681328986737,0.0033370396827216,0.0198281918095759,nm0000217
20,29,nm0000631,Ridley Scott,"director,producer",0.000270357085497,0.000313832628131,0.0752292757924092,0.0034401828739175,0.0198134120949887,nm0000631
21,56,nm0000519,David Mamet,"writer,director",0.0001739921837357,0.0009116605165505,0.0753120777442707,0.0026809773783682,0.0197696769557313,nm0000519
22,18,nm0000600,Sam Raimi,"producer,director,writer",0.0002007602120027,0.0001592635977871,0.074069315121539,0.004217683573561,0.0196617556262224,nm0000600
23,74,nm0001465,Elmore Leonard,writer,0.0001391937469885,0.0010653353085787,0.0750675645542523,0.0023031090310995,0.0196438006602298,nm0001465
24,116,nm0001149,Richard Donner,"director,producer",0.0001766689865624,0.0007734535769922,0.0756634781357882,0.0017627242065782,0.0195940812264802,nm0001149
25,110,nm0003418,Rob Cohen,"director,producer,writer",0.000171315380909,0.0006761493425229,0.0755276760715054,0.0018192945757648,0.0195486088426755,nm0003418
26,52,nm0005387,Joe Roth,"producer,director",0.0002302050430965,0.0002981798279259,0.0746851955381625,0.0027364075063428,0.0194874969788819,nm0005387
27,41,nm0001707,Paul Schrader,"director,writer",0.0001900530006959,0.0003979235583498,0.0741887996615039,0.0030592383340286,0.0194590036386446,nm0001707
28,80,nm0662748,Walter F. Parkes,"producer,writer,director",0.0001900530006959,0.0003577298836509,0.0750910064239828,0.0021938406166288,0.0194581574812396,nm0662748
29,44,nm0550881,Frank Marshall,"director,producer",0.0002194978317897,0.0003096889789076,0.0743007980789603,0.002927825300885,0.0194394525476356,nm0550881
30,99,nm0558577,Richard Matheson,writer,0.0001472241554687,0.000822272630576,0.0746838700517343,0.0019408882811258,0.0193985637797262,nm0558577
31,112,nm0001708,Joel Schumacher,"director,writer",0.0001927298035226,0.0002993218466407,0.0745099775129698,0.0017907589391472,0.0191981970255701,nm0001708
32,72,nm0001317,Renny Harlin,"director,producer",0.0002007602120027,0.0001467119007635,0.0740588866792206,0.0023371757070011,0.019185883624747,nm0001317
33,102,nm0199733,Sean Daniel,producer,0.000144547352642,0.0005394144865267,0.0741012705037111,0.0018977067202253,0.0191707347657762,nm0199733
34,243,nm0587518,John Milius,"writer,director,producer",0.000144547352642,0.0008824461154918,0.0743401759530791,0.0011205792269474,0.0191219371620401,nm0587518
